,date,Average Temperature (deg F),location,fids
684,2020-06-15,66.33333333333333,Maryland,FIPS:24
685,2020-06-16,67.0,Maryland,FIPS:24
686,2020-06-17,66.0,Maryland,FIPS:24
687,2020-06-18,72.33333333333333,Maryland,FIPS:24
688,2020-06-19,74.0,Maryland,FIPS:24
689,2020-06-20,73.33333333333333,Maryland,FIPS:24
690,2020-06-21,74.66666666666667,Maryland,FIPS:24
691,2020-06-22,77.33333333333333,Maryland,FIPS:24
692,2020-06-23,79.33333333333333,Maryland,FIPS:24
693,2020-06-24,79.66666666666667,Maryland,FIPS:24
694,2020-06-25,74.66666666666667,Maryland,FIPS:24
695,2020-06-26,76.33333333333333,Maryland,FIPS:24
696,2020-06-27,81.33333333333333,Maryland,FIPS:24
697,2020-06-28,81.0,Maryland,FIPS:24
698,2020-06-29,81.33333333333333,Maryland,FIPS:24
699,2020-06-30,79.66666666666667,Maryland,FIPS:24
720,2020-03-12,65.0,South Carolina,FIPS:45
721,2020-03-14,64.33333333333333,South Carolina,FIPS:45
722,2020-03-15,59.0,South Carolina,FIPS:45
723,2020-03-16,53.42857142857143,South Carolina,FIPS:45
724,2020-03-17,58.0,South Carolina,FIPS:45
725,2020-03-18,61.0,South Carolina,FIPS:45
726,2020-03-21,66.0,South Carolina,FIPS:45
727,2020-03-23,52.25,South Carolina,FIPS:45
728,2020-03-24,58.375,South Carolina,FIPS:45
729,2020-03-25,64.75,South Carolina,FIPS:45
730,2020-04-01,52.25,South Carolina,FIPS:45
731,2020-04-13,70.85714285714286,South Carolina,FIPS:45
732,2020-04-20,60.75,South Carolina,FIPS:45
733,2020-04-21,64.14285714285714,South Carolina,FIPS:45
734,2020-04-23,60.25,South Carolina,FIPS:45
735,2020-04-24,68.28571428571429,South Carolina,FIPS:45
736,2020-04-30,61.14285714285714,South Carolina,FIPS:45
737,2020-05-01,61.57142857142857,South Carolina,FIPS:45
738,2020-05-06,65.0,South Carolina,FIPS:45
739,2020-05-07,54.0,South Carolina,FIPS:45
740,2020-05-09,56.0,South Carolina,FIPS:45
741,2020-05-19,69.33333333333333,South Carolina,FIPS:45
742,2020-05-20,60.57142857142857,South Carolina,FIPS:45
743,2020-05-21,66.0,South Carolina,FIPS:45
744,2020-05-22,68.85714285714286,South Carolina,FIPS:45
745,2020-05-23,75.28571428571429,South Carolina,FIPS:45
746,2020-05-25,72.33333333333333,South Carolina,FIPS:45
747,2020-05-26,70.14285714285714,South Carolina,FIPS:45
748,2020-05-27,70.625,South Carolina,FIPS:45
749,2020-05-28,75.375,South Carolina,FIPS:45
750,2020-05-29,75.28571428571429,South Carolina,FIPS:45
751,2020-05-30,76.25,South Carolina,FIPS:45
752,2020-05-31,73.83333333333333,South Carolina,FIPS:45
753,2020-06-05,77.0,South Carolina,FIPS:45
754,2020-06-06,78.0,South Carolina,FIPS:45
755,2020-06-09,78.33333333333333,South Carolina,FIPS:45
756,2020-06-10,78.0,South Carolina,FIPS:45
757,2020-06-11,79.42857142857143,South Carolina,FIPS:45
758,2020-06-15,65.0,South Carolina,FIPS:45
759,2020-06-16,61.85714285714285,South Carolina,FIPS:45
760,2020-06-17,64.57142857142857,South Carolina,FIPS:45
761,2020-06-19,73.75,South Carolina,FIPS:45
762,2020-06-20,75.0,South Carolina,FIPS:45
763,2020-06-21,79.16666666666667,South Carolina,FIPS:45
764,2020-06-24,75.625,South Carolina,FIPS:45
765,2020-06-25,76.0,South Carolina,FIPS:45
766,2020-06-26,78.28571428571429,South Carolina,FIPS:45
767,2020-06-27,76.5,South Carolina,FIPS:45
768,2020-06-28,79.42857142857143,South Carolina,FIPS:45
769,2020-06-29,81.33333333333333,South Carolina,FIPS:45
770,2020-03-13,56.5,Tennessee,FIPS:47
771,2020-03-15,44.5,Tennessee,FIPS:47
772,2020-03-17,52.42857142857143,Tennessee,FIPS:47
773,2020-03-18,59.5,Tennessee,FIPS:47
774,2020-03-21,46.07142857142857,Tennessee,FIPS:47
775,2020-03-23,52.66666666666666,Tennessee,FIPS:47
776,2020-03-24,53.0,Tennessee,FIPS:47
777,2020-03-29,65.45454545454545,Tennessee,FIPS:47
778,2020-03-31,46.0,Tennessee,FIPS:47
779,2020-04-01,42.0,Tennessee,FIPS:47
780,2020-04-09,58.625,Tennessee,FIPS:47
781,2020-04-12,56.18181818181818,Tennessee,FIPS:47
782,2020-04-18,48.92857142857143,Tennessee,FIPS:47
783,2020-04-20,56.83333333333334,Tennessee,FIPS:47
784,2020-04-23,57.0,Tennessee,FIPS:47
785,2020-04-24,58.57142857142857,Tennessee,FIPS:47
786,2020-04-25,56.111111111111114,Tennessee,FIPS:47
787,2020-04-26,48.5,Tennessee,FIPS:47
788,2020-04-30,50.0,Tennessee,FIPS:47
789,2020-05-09,46.75,Tennessee,FIPS:47
790,2020-05-19,60.5,Tennessee,FIPS:47
791,2020-05-20,59.0,Tennessee,FIPS:47
792,2020-05-23,72.28571428571429,Tennessee,FIPS:47
793,2020-05-27,68.5,Tennessee,FIPS:47
794,2020-05-28,70.0,Tennessee,FIPS:47
795,2020-06-05,72.5,Tennessee,FIPS:47
796,2020-06-28,69.0,Tennessee,FIPS:47
834,2020-03-10,59.0,Virginia,FIPS:51
835,2020-03-11,57.66666666666666,Virginia,FIPS:51
836,2020-03-12,56.0,Virginia,FIPS:51
837,2020-03-13,62.6,Virginia,FIPS:51
838,2020-03-14,52.22222222222222,Virginia,FIPS:51
839,2020-03-15,44.5,Virginia,FIPS:51
840,2020-03-16,44.0,Virginia,FIPS:51
841,2020-03-17,51.83333333333334,Virginia,FIPS:51
842,2020-03-18,48.4,Virginia,FIPS:51
843,2020-03-19,62.1,Virginia,FIPS:51
844,2020-03-20,71.0,Virginia,FIPS:51
845,2020-03-21,56.2,Virginia,FIPS:51
846,2020-03-22,46.75,Virginia,FIPS:51
847,2020-03-23,45.0,Virginia,FIPS:51
848,2020-03-24,49.6,Virginia,FIPS:51
849,2020-03-25,47.6,Virginia,FIPS:51
850,2020-03-26,50.444444444444436,Virginia,FIPS:51
851,2020-03-27,62.0,Virginia,FIPS:51
852,2020-03-28,65.77777777777777,Virginia,FIPS:51
853,2020-03-29,70.4,Virginia,FIPS:51
854,2020-03-30,61.8,Virginia,FIPS:51
855,2020-04-01,45.5,Virginia,FIPS:51
856,2020-04-02,51.0,Virginia,FIPS:51
857,2020-04-03,52.0,Virginia,FIPS:51
858,2020-04-04,52.6,Virginia,FIPS:51
859,2020-04-05,55.6,Virginia,FIPS:51
860,2020-04-06,60.4,Virginia,FIPS:51
861,2020-04-07,63.0,Virginia,FIPS:51
862,2020-04-08,65.4,Virginia,FIPS:51
863,2020-04-09,61.3,Virginia,FIPS:51
864,2020-04-10,43.4,Virginia,FIPS:51
865,2020-04-11,48.2,Virginia,FIPS:51
866,2020-04-12,58.0,Virginia,FIPS:51
867,2020-04-13,65.55555555555556,Virginia,FIPS:51
868,2020-04-14,52.9,Virginia,FIPS:51
869,2020-04-15,44.111111111111114,Virginia,FIPS:51
870,2020-04-16,45.4,Virginia,FIPS:51
871,2020-04-17,52.0,Virginia,FIPS:51
872,2020-04-18,53.1,Virginia,FIPS:51
873,2020-04-19,51.0,Virginia,FIPS:51
874,2020-04-20,54.7,Virginia,FIPS:51
875,2020-04-21,56.22222222222222,Virginia,FIPS:51
876,2020-04-22,53.0,Virginia,FIPS:51
877,2020-04-23,52.0,Virginia,FIPS:51
878,2020-04-24,60.1,Virginia,FIPS:51
879,2020-04-25,54.4,Virginia,FIPS:51
880,2020-04-26,55.5,Virginia,FIPS:51
881,2020-04-27,52.0,Virginia,FIPS:51
882,2020-04-28,53.66666666666666,Virginia,FIPS:51
883,2020-04-29,61.75,Virginia,FIPS:51
884,2020-04-30,59.5,Virginia,FIPS:51
885,2020-05-01,55.125,Virginia,FIPS:51
886,2020-05-02,59.714285714285715,Virginia,FIPS:51
887,2020-05-04,65.4,Virginia,FIPS:51
888,2020-05-06,52.0,Virginia,FIPS:51
889,2020-05-07,52.8,Virginia,FIPS:51
890,2020-05-09,45.2,Virginia,FIPS:51
891,2020-05-15,70.0,Virginia,FIPS:51
892,2020-05-18,61.33333333333334,Virginia,FIPS:51
893,2020-05-19,54.85714285714285,Virginia,FIPS:51
894,2020-05-20,51.4,Virginia,FIPS:51
895,2020-05-21,57.28571428571429,Virginia,FIPS:51
896,2020-05-22,67.14285714285714,Virginia,FIPS:51
897,2020-05-23,70.5,Virginia,FIPS:51
898,2020-05-28,73.57142857142857,Virginia,FIPS:51
899,2020-05-29,73.4,Virginia,FIPS:51
900,2020-05-30,71.5,Virginia,FIPS:51
901,2020-06-06,75.5,Virginia,FIPS:51
902,2020-06-11,72.33333333333333,Virginia,FIPS:51
903,2020-06-12,71.16666666666667,Virginia,FIPS:51
904,2020-06-15,55.0,Virginia,FIPS:51
905,2020-06-16,60.4,Virginia,FIPS:51
906,2020-06-17,64.14285714285714,Virginia,FIPS:51
907,2020-06-18,68.16666666666667,Virginia,FIPS:51
908,2020-06-19,68.8,Virginia,FIPS:51
909,2020-06-20,70.0,Virginia,FIPS:51
910,2020-06-21,72.14285714285714,Virginia,FIPS:51
911,2020-06-23,71.66666666666667,Virginia,FIPS:51
912,2020-06-24,73.0,Virginia,FIPS:51
913,2020-06-26,71.33333333333333,Virginia,FIPS:51
914,2020-06-29,76.6,Virginia,FIPS:51
915,2020-03-10,44.66666666666666,Indiana,FIPS:18
954,2020-03-10,55.8,Kentucky,FIPS:21
955,2020-03-11,51.73333333333333,Kentucky,FIPS:21
956,2020-03-12,57.2,Kentucky,FIPS:21
957,2020-03-13,54.53333333333333,Kentucky,FIPS:21
958,2020-03-14,42.8,Kentucky,FIPS:21
959,2020-03-15,38.8,Kentucky,FIPS:21
960,2020-03-16,43.33333333333334,Kentucky,FIPS:21
961,2020-03-17,47.73333333333333,Kentucky,FIPS:21
962,2020-03-18,54.13333333333333,Kentucky,FIPS:21
963,2020-03-19,65.26666666666667,Kentucky,FIPS:21
964,2020-03-20,64.53333333333333,Kentucky,FIPS:21
965,2020-03-21,40.8,Kentucky,FIPS:21
966,2020-03-22,42.6,Kentucky,FIPS:21
967,2020-03-23,50.2,Kentucky,FIPS:21
968,2020-03-24,48.13333333333333,Kentucky,FIPS:21
969,2020-03-25,50.86666666666667,Kentucky,FIPS:21
970,2020-03-26,61.53333333333333,Kentucky,FIPS:21
971,2020-03-27,70.33333333333333,Kentucky,FIPS:21
972,2020-03-28,73.6,Kentucky,FIPS:21
973,2020-03-29,66.6,Kentucky,FIPS:21
974,2020-03-30,57.0,Kentucky,FIPS:21
975,2020-03-31,46.26666666666666,Kentucky,FIPS:21
976,2020-04-01,45.33333333333334,Kentucky,FIPS:21
977,2020-04-02,50.26666666666666,Kentucky,FIPS:21
978,2020-04-03,56.26666666666666,Kentucky,FIPS:21
979,2020-04-04,60.26666666666666,Kentucky,FIPS:21
980,2020-04-05,60.2,Kentucky,FIPS:21
981,2020-04-06,61.73333333333333,Kentucky,FIPS:21
982,2020-04-07,68.46666666666667,Kentucky,FIPS:21
983,2020-04-08,69.93333333333334,Kentucky,FIPS:21
984,2020-04-09,55.8,Kentucky,FIPS:21
985,2020-04-10,43.6,Kentucky,FIPS:21
986,2020-04-11,50.66666666666666,Kentucky,FIPS:21
987,2020-04-12,56.93333333333333,Kentucky,FIPS:21
988,2020-04-13,50.46666666666667,Kentucky,FIPS:21
989,2020-04-14,40.53333333333333,Kentucky,FIPS:21
990,2020-04-15,42.06666666666667,Kentucky,FIPS:21
991,2020-04-16,44.53333333333333,Kentucky,FIPS:21
992,2020-04-17,53.0,Kentucky,FIPS:21
993,2020-04-18,44.4,Kentucky,FIPS:21
994,2020-04-19,49.4,Kentucky,FIPS:21
995,2020-04-20,56.06666666666667,Kentucky,FIPS:21
996,2020-04-21,57.4,Kentucky,FIPS:21
997,2020-04-22,54.6,Kentucky,FIPS:21
998,2020-04-23,56.0,Kentucky,FIPS:21
999,2020-04-24,57.86666666666667,Kentucky,FIPS:21
1000,2020-04-25,56.6,Kentucky,FIPS:21
1001,2020-04-26,49.8,Kentucky,FIPS:21
1002,2020-04-27,53.13333333333333,Kentucky,FIPS:21
1003,2020-04-28,62.6,Kentucky,FIPS:21
1004,2020-04-29,60.93333333333333,Kentucky,FIPS:21
1005,2020-04-30,51.13333333333333,Kentucky,FIPS:21
1006,2020-05-01,54.73333333333333,Kentucky,FIPS:21
1007,2020-05-02,66.8,Kentucky,FIPS:21
1008,2020-05-03,69.86666666666666,Kentucky,FIPS:21
1009,2020-05-04,63.4,Kentucky,FIPS:21
1010,2020-05-05,55.4,Kentucky,FIPS:21
1011,2020-05-06,49.06666666666667,Kentucky,FIPS:21
1012,2020-05-07,53.66666666666666,Kentucky,FIPS:21
1013,2020-05-08,50.13333333333333,Kentucky,FIPS:21
1014,2020-05-09,44.73333333333333,Kentucky,FIPS:21
1015,2020-05-10,52.66666666666666,Kentucky,FIPS:21
1016,2020-05-11,46.6,Kentucky,FIPS:21
1017,2020-05-12,50.2,Kentucky,FIPS:21
1018,2020-05-13,52.53333333333333,Kentucky,FIPS:21
1019,2020-05-14,67.06666666666666,Kentucky,FIPS:21
1020,2020-05-15,71.06666666666666,Kentucky,FIPS:21
1021,2020-05-16,72.0,Kentucky,FIPS:21
1022,2020-05-17,73.13333333333334,Kentucky,FIPS:21
1023,2020-05-18,67.93333333333334,Kentucky,FIPS:21
1024,2020-05-19,60.93333333333333,Kentucky,FIPS:21
1025,2020-05-20,57.8,Kentucky,FIPS:21
1026,2020-05-21,59.8,Kentucky,FIPS:21
1027,2020-05-22,66.26666666666667,Kentucky,FIPS:21
1028,2020-05-23,72.13333333333334,Kentucky,FIPS:21
1029,2020-05-24,73.33333333333333,Kentucky,FIPS:21
1030,2020-05-25,74.4,Kentucky,FIPS:21
1031,2020-05-26,74.13333333333334,Kentucky,FIPS:21
1032,2020-05-27,72.8,Kentucky,FIPS:21
1033,2020-05-28,72.73333333333333,Kentucky,FIPS:21
1034,2020-05-29,70.33333333333333,Kentucky,FIPS:21
1035,2020-05-30,67.53333333333333,Kentucky,FIPS:21
1036,2020-05-31,64.73333333333333,Kentucky,FIPS:21
1037,2020-06-01,65.2,Kentucky,FIPS:21
1038,2020-06-02,74.26666666666667,Kentucky,FIPS:21
1039,2020-06-03,77.4,Kentucky,FIPS:21
1040,2020-06-04,75.26666666666667,Kentucky,FIPS:21
1041,2020-06-05,74.33333333333333,Kentucky,FIPS:21
1042,2020-06-06,78.8,Kentucky,FIPS:21
1043,2020-06-07,76.4,Kentucky,FIPS:21
1044,2020-06-08,75.46666666666667,Kentucky,FIPS:21
1045,2020-06-09,79.13333333333334,Kentucky,FIPS:21
1046,2020-06-10,78.8,Kentucky,FIPS:21
1047,2020-06-11,71.0,Kentucky,FIPS:21
1048,2020-06-12,71.73333333333333,Kentucky,FIPS:21
1049,2020-06-13,72.06666666666666,Kentucky,FIPS:21
1050,2020-06-14,65.2,Kentucky,FIPS:21
1051,2020-06-15,65.4,Kentucky,FIPS:21
1052,2020-06-16,67.73333333333333,Kentucky,FIPS:21
1053,2020-06-17,68.06666666666666,Kentucky,FIPS:21
1054,2020-06-18,69.2,Kentucky,FIPS:21
1055,2020-06-19,73.06666666666666,Kentucky,FIPS:21
1056,2020-06-20,76.53333333333333,Kentucky,FIPS:21
1057,2020-06-21,74.26666666666667,Kentucky,FIPS:21
1058,2020-06-22,75.13333333333334,Kentucky,FIPS:21
1059,2020-06-23,73.66666666666667,Kentucky,FIPS:21
1060,2020-06-24,71.6,Kentucky,FIPS:21
1061,2020-06-25,73.46666666666667,Kentucky,FIPS:21
1062,2020-06-26,75.93333333333334,Kentucky,FIPS:21
1063,2020-06-27,74.6,Kentucky,FIPS:21
1064,2020-06-28,72.4,Kentucky,FIPS:21
1065,2020-06-29,76.86666666666666,Kentucky,FIPS:21
1066,2020-06-30,75.06666666666666,Kentucky,FIPS:21
1105,2020-03-10,37.967741935483865,Nevada,FIPS:32
1106,2020-03-11,41.64130434782609,Nevada,FIPS:32
1107,2020-03-12,39.72826086956522,Nevada,FIPS:32
1108,2020-03-13,38.74193548387097,Nevada,FIPS:32
1109,2020-03-14,37.333333333333336,Nevada,FIPS:32
1110,2020-03-15,36.307692307692314,Nevada,FIPS:32
1111,2020-03-16,37.34782608695652,Nevada,FIPS:32
1112,2020-03-17,31.677777777777774,Nevada,FIPS:32
1113,2020-03-18,27.978494623655912,Nevada,FIPS:32
1114,2020-03-19,29.25,Nevada,FIPS:32
1115,2020-03-20,31.35483870967742,Nevada,FIPS:32
1116,2020-03-21,33.34042553191489,Nevada,FIPS:32
1117,2020-03-22,35.935483870967744,Nevada,FIPS:32
1118,2020-03-23,36.63440860215053,Nevada,FIPS:32
1119,2020-03-24,35.638297872340424,Nevada,FIPS:32
1120,2020-03-25,30.032258064516128,Nevada,FIPS:32
1121,2020-03-26,25.64516129032258,Nevada,FIPS:32
1122,2020-03-27,28.276595744680854,Nevada,FIPS:32
1123,2020-03-28,33.43617021276596,Nevada,FIPS:32
1124,2020-03-29,33.88297872340426,Nevada,FIPS:32
1125,2020-03-30,37.61290322580645,Nevada,FIPS:32
1126,2020-03-31,42.89247311827957,Nevada,FIPS:32
1127,2020-04-01,34.92391304347826,Nevada,FIPS:32
1128,2020-04-02,28.195652173913047,Nevada,FIPS:32
1129,2020-04-03,33.236559139784944,Nevada,FIPS:32
1130,2020-04-04,37.81720430107527,Nevada,FIPS:32
1131,2020-04-05,39.333333333333336,Nevada,FIPS:32
1132,2020-04-06,37.02272727272727,Nevada,FIPS:32
1133,2020-04-07,39.80645161290322,Nevada,FIPS:32
1134,2020-04-08,44.215053763440864,Nevada,FIPS:32
1135,2020-04-09,40.784946236559136,Nevada,FIPS:32
1136,2020-04-10,41.52688172043009,Nevada,FIPS:32
1137,2020-04-11,44.44565217391305,Nevada,FIPS:32
1138,2020-04-12,37.451612903225815,Nevada,FIPS:32
1139,2020-04-13,33.02150537634409,Nevada,FIPS:32
1140,2020-04-14,36.94565217391305,Nevada,FIPS:32
1141,2020-04-15,42.67032967032967,Nevada,FIPS:32
1142,2020-04-16,37.51086956521739,Nevada,FIPS:32
1143,2020-04-17,39.04347826086956,Nevada,FIPS:32
1144,2020-04-18,43.95744680851064,Nevada,FIPS:32
1145,2020-04-19,41.82978723404256,Nevada,FIPS:32
1146,2020-04-20,43.56521739130435,Nevada,FIPS:32
1147,2020-04-21,47.33333333333334,Nevada,FIPS:32
1148,2020-04-22,48.97826086956522,Nevada,FIPS:32
1149,2020-04-23,47.96703296703296,Nevada,FIPS:32
1150,2020-04-24,48.01075268817203,Nevada,FIPS:32
1151,2020-04-25,53.244680851063826,Nevada,FIPS:32
1152,2020-04-26,55.18478260869565,Nevada,FIPS:32
1153,2020-04-27,54.494623655913976,Nevada,FIPS:32
1154,2020-04-28,56.483870967741936,Nevada,FIPS:32
1155,2020-04-29,61.88172043010753,Nevada,FIPS:32
1156,2020-04-30,57.39784946236559,Nevada,FIPS:32
1157,2020-05-01,51.54945054945055,Nevada,FIPS:32
1158,2020-05-02,52.48913043478261,Nevada,FIPS:32
1159,2020-05-03,47.86021505376344,Nevada,FIPS:32
1160,2020-05-04,46.82608695652174,Nevada,FIPS:32
1161,2020-05-05,54.230769230769226,Nevada,FIPS:32
1162,2020-05-06,52.58241758241758,Nevada,FIPS:32
1163,2020-05-07,48.18478260869565,Nevada,FIPS:32
1164,2020-05-08,54.53763440860215,Nevada,FIPS:32
1165,2020-05-09,57.95652173913044,Nevada,FIPS:32
1166,2020-05-10,60.69565217391305,Nevada,FIPS:32
1167,2020-05-11,57.29032258064516,Nevada,FIPS:32
1168,2020-05-12,48.76086956521739,Nevada,FIPS:32
1169,2020-05-13,45.74193548387096,Nevada,FIPS:32
1170,2020-05-14,45.05434782608695,Nevada,FIPS:32
1171,2020-05-15,48.29347826086956,Nevada,FIPS:32
1172,2020-05-16,54.23655913978494,Nevada,FIPS:32
1173,2020-05-17,57.645161290322584,Nevada,FIPS:32
1174,2020-05-18,48.967741935483865,Nevada,FIPS:32
1175,2020-05-19,39.40217391304348,Nevada,FIPS:32
1176,2020-05-20,40.84782608695652,Nevada,FIPS:32
1177,2020-05-21,47.725274725274716,Nevada,FIPS:32
1178,2020-05-22,42.41758241758241,Nevada,FIPS:32
1179,2020-05-23,41.51086956521739,Nevada,FIPS:32
1180,2020-05-24,49.043010752688176,Nevada,FIPS:32
1181,2020-05-25,56.13978494623656,Nevada,FIPS:32
1182,2020-05-26,62.12903225806453,Nevada,FIPS:32
1183,2020-05-27,64.82608695652173,Nevada,FIPS:32
1184,2020-05-28,68.44565217391305,Nevada,FIPS:32
1185,2020-05-29,71.02173913043478,Nevada,FIPS:32
1186,2020-05-30,64.78494623655914,Nevada,FIPS:32
1187,2020-05-31,58.3763440860215,Nevada,FIPS:32
1188,2020-06-01,59.053763440860216,Nevada,FIPS:32
1189,2020-06-02,63.21505376344086,Nevada,FIPS:32
1190,2020-06-03,66.6236559139785,Nevada,FIPS:32
1191,2020-06-04,66.6236559139785,Nevada,FIPS:32
1192,2020-06-05,67.45652173913044,Nevada,FIPS:32
1193,2020-06-06,51.40860215053763,Nevada,FIPS:32
1194,2020-06-07,38.16304347826087,Nevada,FIPS:32
1195,2020-06-08,41.01075268817204,Nevada,FIPS:32
1196,2020-06-09,52.46236559139785,Nevada,FIPS:32
1197,2020-06-10,60.02150537634409,Nevada,FIPS:32
1198,2020-06-11,65.31182795698925,Nevada,FIPS:32
1199,2020-06-12,64.11827956989248,Nevada,FIPS:32
1200,2020-06-13,49.5268817204301,Nevada,FIPS:32
1201,2020-06-14,52.46236559139785,Nevada,FIPS:32
1202,2020-06-15,57.67741935483871,Nevada,FIPS:32
1203,2020-06-16,52.85869565217392,Nevada,FIPS:32
1204,2020-06-17,48.23913043478261,Nevada,FIPS:32
1205,2020-06-18,53.97849462365591,Nevada,FIPS:32
1206,2020-06-19,59.1304347826087,Nevada,FIPS:32
1207,2020-06-20,65.09677419354838,Nevada,FIPS:32
1208,2020-06-21,67.10752688172043,Nevada,FIPS:32
1209,2020-06-22,68.50537634408603,Nevada,FIPS:32
1210,2020-06-23,70.75,Nevada,FIPS:32
1211,2020-06-24,70.07608695652173,Nevada,FIPS:32
1212,2020-06-25,65.37362637362638,Nevada,FIPS:32
1213,2020-06-26,68.09677419354838,Nevada,FIPS:32
1214,2020-06-27,70.20652173913044,Nevada,FIPS:32
1215,2020-06-28,56.64130434782609,Nevada,FIPS:32
1216,2020-06-29,46.85869565217392,Nevada,FIPS:32
1217,2020-06-30,55.23913043478261,Nevada,FIPS:32
1256,2020-03-10,45.5,New Hampshire,FIPS:33
1257,2020-03-11,42.0,New Hampshire,FIPS:33
1258,2020-03-12,34.0,New Hampshire,FIPS:33
1259,2020-03-13,39.5,New Hampshire,FIPS:33
1260,2020-03-14,42.0,New Hampshire,FIPS:33
1261,2020-03-15,35.5,New Hampshire,FIPS:33
1262,2020-03-16,26.5,New Hampshire,FIPS:33
1263,2020-03-17,31.5,New Hampshire,FIPS:33
1264,2020-03-18,40.5,New Hampshire,FIPS:33
1265,2020-03-19,37.0,New Hampshire,FIPS:33
1266,2020-03-20,44.0,New Hampshire,FIPS:33
1267,2020-03-21,39.5,New Hampshire,FIPS:33
1268,2020-03-22,28.0,New Hampshire,FIPS:33
1269,2020-03-23,28.5,New Hampshire,FIPS:33
1270,2020-03-24,36.5,New Hampshire,FIPS:33
1271,2020-03-25,35.5,New Hampshire,FIPS:33
1272,2020-03-26,39.5,New Hampshire,FIPS:33
1273,2020-03-27,45.0,New Hampshire,FIPS:33
1274,2020-03-28,41.5,New Hampshire,FIPS:33
1275,2020-03-29,39.0,New Hampshire,FIPS:33
1276,2020-03-30,36.0,New Hampshire,FIPS:33
1277,2020-03-31,38.0,New Hampshire,FIPS:33
1278,2020-04-01,29.66666666666667,New Hampshire,FIPS:33
1279,2020-04-02,35.0,New Hampshire,FIPS:33
1280,2020-04-03,38.0,New Hampshire,FIPS:33
1281,2020-04-04,39.66666666666666,New Hampshire,FIPS:33
1282,2020-04-05,40.333333333333336,New Hampshire,FIPS:33
1283,2020-04-06,38.333333333333336,New Hampshire,FIPS:33
1284,2020-04-07,35.0,New Hampshire,FIPS:33
1285,2020-04-08,37.0,New Hampshire,FIPS:33
1286,2020-04-09,32.666666666666664,New Hampshire,FIPS:33
1287,2020-04-10,30.0,New Hampshire,FIPS:33
1288,2020-04-11,29.33333333333333,New Hampshire,FIPS:33
1289,2020-04-12,33.666666666666664,New Hampshire,FIPS:33
1290,2020-04-13,45.0,New Hampshire,FIPS:33
1291,2020-04-14,39.66666666666666,New Hampshire,FIPS:33
1292,2020-04-15,32.0,New Hampshire,FIPS:33
1293,2020-04-16,26.66666666666667,New Hampshire,FIPS:33
1294,2020-04-17,27.66666666666667,New Hampshire,FIPS:33
1295,2020-04-18,30.33333333333333,New Hampshire,FIPS:33
1296,2020-04-19,36.333333333333336,New Hampshire,FIPS:33
1297,2020-04-20,37.0,New Hampshire,FIPS:33
1298,2020-04-21,32.333333333333336,New Hampshire,FIPS:33
1299,2020-04-22,25.0,New Hampshire,FIPS:33
1300,2020-04-23,27.33333333333333,New Hampshire,FIPS:33
1301,2020-04-24,38.333333333333336,New Hampshire,FIPS:33
1302,2020-04-25,42.0,New Hampshire,FIPS:33
1303,2020-04-26,39.66666666666666,New Hampshire,FIPS:33
1304,2020-04-27,32.333333333333336,New Hampshire,FIPS:33
1305,2020-04-28,36.333333333333336,New Hampshire,FIPS:33
1306,2020-04-29,41.333333333333336,New Hampshire,FIPS:33
1307,2020-04-30,38.66666666666666,New Hampshire,FIPS:33
1308,2020-05-01,45.0,New Hampshire,FIPS:33
1309,2020-05-02,45.33333333333334,New Hampshire,FIPS:33
1310,2020-05-03,52.0,New Hampshire,FIPS:33
1311,2020-05-04,47.0,New Hampshire,FIPS:33
1312,2020-05-05,37.0,New Hampshire,FIPS:33
1313,2020-05-06,38.333333333333336,New Hampshire,FIPS:33
1314,2020-05-07,42.66666666666666,New Hampshire,FIPS:33
1315,2020-05-08,39.333333333333336,New Hampshire,FIPS:33
1316,2020-05-09,28.66666666666667,New Hampshire,FIPS:33
1317,2020-05-10,32.666666666666664,New Hampshire,FIPS:33
1318,2020-05-11,39.333333333333336,New Hampshire,FIPS:33
1319,2020-05-12,35.666666666666664,New Hampshire,FIPS:33
1320,2020-05-13,35.0,New Hampshire,FIPS:33
1321,2020-05-14,43.66666666666666,New Hampshire,FIPS:33
1322,2020-05-15,52.0,New Hampshire,FIPS:33
1323,2020-05-16,50.66666666666666,New Hampshire,FIPS:33
1324,2020-05-17,50.66666666666666,New Hampshire,FIPS:33
1325,2020-05-18,52.66666666666666,New Hampshire,FIPS:33
1326,2020-05-19,54.5,New Hampshire,FIPS:33
1327,2020-05-20,57.0,New Hampshire,FIPS:33
1328,2020-05-21,57.66666666666666,New Hampshire,FIPS:33
1329,2020-05-22,62.0,New Hampshire,FIPS:33
1330,2020-05-23,57.66666666666666,New Hampshire,FIPS:33
1331,2020-05-24,50.66666666666666,New Hampshire,FIPS:33
1332,2020-05-25,52.66666666666666,New Hampshire,FIPS:33
1333,2020-05-26,64.0,New Hampshire,FIPS:33
1334,2020-05-27,70.66666666666667,New Hampshire,FIPS:33
1335,2020-05-28,69.33333333333333,New Hampshire,FIPS:33
1336,2020-05-29,69.66666666666667,New Hampshire,FIPS:33
1337,2020-05-30,62.66666666666666,New Hampshire,FIPS:33
1338,2020-05-31,46.66666666666666,New Hampshire,FIPS:33
1339,2020-06-01,40.0,New Hampshire,FIPS:33
1340,2020-06-02,46.0,New Hampshire,FIPS:33
1341,2020-06-03,53.33333333333334,New Hampshire,FIPS:33
