,date,Average Temperature (deg F),location,fids
1342,2020-06-04,59.66666666666666,New Hampshire,FIPS:33
1343,2020-06-05,65.66666666666667,New Hampshire,FIPS:33
1344,2020-06-06,64.66666666666667,New Hampshire,FIPS:33
1345,2020-06-07,52.66666666666666,New Hampshire,FIPS:33
1346,2020-06-08,53.0,New Hampshire,FIPS:33
1347,2020-06-09,54.33333333333334,New Hampshire,FIPS:33
1348,2020-06-10,57.33333333333334,New Hampshire,FIPS:33
1349,2020-06-11,59.66666666666666,New Hampshire,FIPS:33
1350,2020-06-12,62.0,New Hampshire,FIPS:33
1351,2020-06-13,50.33333333333334,New Hampshire,FIPS:33
1352,2020-06-14,50.33333333333334,New Hampshire,FIPS:33
1353,2020-06-15,53.0,New Hampshire,FIPS:33
1354,2020-06-16,59.66666666666666,New Hampshire,FIPS:33
1355,2020-06-17,64.0,New Hampshire,FIPS:33
1356,2020-06-18,69.33333333333333,New Hampshire,FIPS:33
1357,2020-06-19,72.0,New Hampshire,FIPS:33
1358,2020-06-20,71.66666666666667,New Hampshire,FIPS:33
1359,2020-06-21,71.0,New Hampshire,FIPS:33
1360,2020-06-22,68.66666666666667,New Hampshire,FIPS:33
1361,2020-06-23,70.33333333333333,New Hampshire,FIPS:33
1362,2020-06-24,67.66666666666667,New Hampshire,FIPS:33
1363,2020-06-25,61.66666666666666,New Hampshire,FIPS:33
1364,2020-06-26,63.33333333333334,New Hampshire,FIPS:33
1365,2020-06-27,62.66666666666666,New Hampshire,FIPS:33
1366,2020-06-28,63.66666666666666,New Hampshire,FIPS:33
1367,2020-06-29,60.0,New Hampshire,FIPS:33
1368,2020-06-30,60.66666666666666,New Hampshire,FIPS:33
1369,2020-05-06,42.0,Minnesota,FIPS:27
1370,2020-05-07,36.0,Minnesota,FIPS:27
1371,2020-05-08,35.0,Minnesota,FIPS:27
1372,2020-05-09,36.0,Minnesota,FIPS:27
1373,2020-05-10,39.0,Minnesota,FIPS:27
1374,2020-05-11,33.0,Minnesota,FIPS:27
1375,2020-05-12,37.0,Minnesota,FIPS:27
1376,2020-05-13,39.0,Minnesota,FIPS:27
1377,2020-05-14,54.0,Minnesota,FIPS:27
1378,2020-05-15,54.0,Minnesota,FIPS:27
1379,2020-05-16,52.0,Minnesota,FIPS:27
1380,2020-05-17,54.0,Minnesota,FIPS:27
1381,2020-05-18,55.0,Minnesota,FIPS:27
1382,2020-05-19,60.0,Minnesota,FIPS:27
1383,2020-05-20,67.0,Minnesota,FIPS:27
1384,2020-05-21,68.0,Minnesota,FIPS:27
1385,2020-05-22,63.0,Minnesota,FIPS:27
1386,2020-05-23,61.0,Minnesota,FIPS:27
1387,2020-05-24,66.0,Minnesota,FIPS:27
1388,2020-05-25,65.0,Minnesota,FIPS:27
1389,2020-05-26,64.0,Minnesota,FIPS:27
1390,2020-05-27,66.0,Minnesota,FIPS:27
1391,2020-05-28,54.0,Minnesota,FIPS:27
1392,2020-05-29,50.0,Minnesota,FIPS:27
1393,2020-05-30,48.0,Minnesota,FIPS:27
1394,2020-05-31,55.0,Minnesota,FIPS:27
1395,2020-06-01,67.0,Minnesota,FIPS:27
1396,2020-06-02,63.0,Minnesota,FIPS:27
1397,2020-06-03,63.0,Minnesota,FIPS:27
1398,2020-06-04,64.0,Minnesota,FIPS:27
1399,2020-06-05,60.0,Minnesota,FIPS:27
1400,2020-06-06,51.0,Minnesota,FIPS:27
1401,2020-06-07,56.0,Minnesota,FIPS:27
1402,2020-06-08,71.0,Minnesota,FIPS:27
1403,2020-06-09,69.0,Minnesota,FIPS:27
1404,2020-06-10,58.0,Minnesota,FIPS:27
1405,2020-06-11,56.0,Minnesota,FIPS:27
1406,2020-06-12,54.0,Minnesota,FIPS:27
1407,2020-06-13,55.0,Minnesota,FIPS:27
1408,2020-06-14,61.0,Minnesota,FIPS:27
1409,2020-06-15,68.0,Minnesota,FIPS:27
1410,2020-06-16,78.0,Minnesota,FIPS:27
1411,2020-06-17,81.0,Minnesota,FIPS:27
1412,2020-06-18,72.0,Minnesota,FIPS:27
1413,2020-06-19,59.0,Minnesota,FIPS:27
1414,2020-06-20,57.0,Minnesota,FIPS:27
1415,2020-06-21,63.0,Minnesota,FIPS:27
1416,2020-06-22,60.0,Minnesota,FIPS:27
1417,2020-06-23,61.0,Minnesota,FIPS:27
1418,2020-06-24,63.0,Minnesota,FIPS:27
1419,2020-06-25,63.0,Minnesota,FIPS:27
1420,2020-06-26,71.0,Minnesota,FIPS:27
1421,2020-06-27,68.0,Minnesota,FIPS:27
1422,2020-06-28,73.0,Minnesota,FIPS:27
1423,2020-06-29,72.0,Minnesota,FIPS:27
1424,2020-06-30,75.0,Minnesota,FIPS:27
1463,2020-03-10,54.5,Ohio,FIPS:39
1464,2020-03-11,43.75,Ohio,FIPS:39
1465,2020-03-12,56.0,Ohio,FIPS:39
1466,2020-03-13,51.0,Ohio,FIPS:39
1467,2020-03-14,36.0,Ohio,FIPS:39
1468,2020-03-15,40.0,Ohio,FIPS:39
1469,2020-03-16,43.0,Ohio,FIPS:39
1470,2020-03-17,43.0,Ohio,FIPS:39
1471,2020-03-18,47.0,Ohio,FIPS:39
1472,2020-03-19,61.0,Ohio,FIPS:39
1473,2020-03-20,61.0,Ohio,FIPS:39
1474,2020-03-21,34.0,Ohio,FIPS:39
1475,2020-03-22,41.0,Ohio,FIPS:39
1476,2020-03-23,46.0,Ohio,FIPS:39
1477,2020-03-24,41.5,Ohio,FIPS:39
1478,2020-03-25,50.0,Ohio,FIPS:39
1479,2020-03-26,58.0,Ohio,FIPS:39
1480,2020-03-27,52.0,Ohio,FIPS:39
1481,2020-03-28,59.0,Ohio,FIPS:39
1482,2020-03-29,67.0,Ohio,FIPS:39
1483,2020-03-30,52.0,Ohio,FIPS:39
1484,2020-03-31,44.0,Ohio,FIPS:39
1485,2020-04-01,46.0,Ohio,FIPS:39
1486,2020-04-02,48.0,Ohio,FIPS:39
1487,2020-04-03,51.0,Ohio,FIPS:39
1488,2020-04-04,56.0,Ohio,FIPS:39
1489,2020-04-05,50.0,Ohio,FIPS:39
1490,2020-04-06,56.0,Ohio,FIPS:39
1491,2020-04-07,67.0,Ohio,FIPS:39
1492,2020-04-08,66.0,Ohio,FIPS:39
1493,2020-04-09,50.0,Ohio,FIPS:39
1494,2020-04-10,40.0,Ohio,FIPS:39
1495,2020-04-11,47.0,Ohio,FIPS:39
1496,2020-04-12,54.0,Ohio,FIPS:39
1497,2020-04-13,50.0,Ohio,FIPS:39
1498,2020-04-14,40.66666666666666,Ohio,FIPS:39
1499,2020-04-15,39.0,Ohio,FIPS:39
1500,2020-04-16,40.0,Ohio,FIPS:39
1501,2020-04-17,47.0,Ohio,FIPS:39
1502,2020-04-18,44.0,Ohio,FIPS:39
1503,2020-04-19,47.0,Ohio,FIPS:39
1504,2020-04-20,51.0,Ohio,FIPS:39
1505,2020-04-21,48.5,Ohio,FIPS:39
1506,2020-04-22,48.0,Ohio,FIPS:39
1507,2020-04-23,53.0,Ohio,FIPS:39
1508,2020-04-24,51.5,Ohio,FIPS:39
1509,2020-04-25,57.0,Ohio,FIPS:39
1510,2020-04-26,49.0,Ohio,FIPS:39
1511,2020-04-27,52.0,Ohio,FIPS:39
1512,2020-04-28,64.0,Ohio,FIPS:39
1513,2020-04-29,60.0,Ohio,FIPS:39
1514,2020-04-30,50.0,Ohio,FIPS:39
1515,2020-05-01,49.25,Ohio,FIPS:39
1516,2020-05-02,63.5,Ohio,FIPS:39
1517,2020-05-03,63.5,Ohio,FIPS:39
1518,2020-05-04,56.0,Ohio,FIPS:39
1519,2020-05-05,48.0,Ohio,FIPS:39
1520,2020-05-06,46.33333333333334,Ohio,FIPS:39
1521,2020-05-07,52.0,Ohio,FIPS:39
1522,2020-05-08,46.5,Ohio,FIPS:39
1523,2020-05-09,40.0,Ohio,FIPS:39
1524,2020-05-10,48.0,Ohio,FIPS:39
1525,2020-05-11,42.5,Ohio,FIPS:39
1526,2020-05-12,47.0,Ohio,FIPS:39
1527,2020-05-13,52.0,Ohio,FIPS:39
1528,2020-05-14,63.5,Ohio,FIPS:39
1529,2020-05-15,68.5,Ohio,FIPS:39
1530,2020-05-16,64.66666666666667,Ohio,FIPS:39
1531,2020-05-17,72.0,Ohio,FIPS:39
1532,2020-05-18,67.66666666666667,Ohio,FIPS:39
1533,2020-05-19,58.5,Ohio,FIPS:39
1534,2020-05-20,53.25,Ohio,FIPS:39
1535,2020-05-21,57.0,Ohio,FIPS:39
1536,2020-05-22,63.0,Ohio,FIPS:39
1537,2020-05-23,68.5,Ohio,FIPS:39
1538,2020-05-24,76.0,Ohio,FIPS:39
1539,2020-05-25,75.0,Ohio,FIPS:39
1540,2020-05-26,76.0,Ohio,FIPS:39
1541,2020-05-27,76.0,Ohio,FIPS:39
1542,2020-05-28,73.5,Ohio,FIPS:39
1543,2020-05-29,70.5,Ohio,FIPS:39
1544,2020-05-30,62.66666666666666,Ohio,FIPS:39
1545,2020-05-31,59.0,Ohio,FIPS:39
1546,2020-06-01,61.0,Ohio,FIPS:39
1547,2020-06-02,74.0,Ohio,FIPS:39
1548,2020-06-03,76.0,Ohio,FIPS:39
1549,2020-06-04,70.5,Ohio,FIPS:39
1550,2020-06-05,74.5,Ohio,FIPS:39
1551,2020-06-06,76.5,Ohio,FIPS:39
1552,2020-06-07,69.5,Ohio,FIPS:39
1553,2020-06-08,71.0,Ohio,FIPS:39
1554,2020-06-09,77.0,Ohio,FIPS:39
1555,2020-06-10,78.0,Ohio,FIPS:39
1556,2020-06-11,70.0,Ohio,FIPS:39
1557,2020-06-12,69.0,Ohio,FIPS:39
1558,2020-06-13,62.5,Ohio,FIPS:39
1559,2020-06-14,62.0,Ohio,FIPS:39
1560,2020-06-15,67.0,Ohio,FIPS:39
1561,2020-06-16,67.0,Ohio,FIPS:39
1562,2020-06-17,66.5,Ohio,FIPS:39
1563,2020-06-18,67.0,Ohio,FIPS:39
1564,2020-06-19,72.0,Ohio,FIPS:39
1565,2020-06-20,76.0,Ohio,FIPS:39
1566,2020-06-21,75.5,Ohio,FIPS:39
1567,2020-06-22,73.5,Ohio,FIPS:39
1568,2020-06-23,71.5,Ohio,FIPS:39
1569,2020-06-24,67.66666666666667,Ohio,FIPS:39
1570,2020-06-25,70.5,Ohio,FIPS:39
1571,2020-06-26,73.5,Ohio,FIPS:39
1572,2020-06-27,75.66666666666667,Ohio,FIPS:39
1573,2020-06-28,74.5,Ohio,FIPS:39
1574,2020-06-29,77.0,Ohio,FIPS:39
1575,2020-06-30,77.5,Ohio,FIPS:39
1614,2020-03-10,56.0,Rhode Island,FIPS:44
1615,2020-03-11,53.0,Rhode Island,FIPS:44
1616,2020-03-12,42.0,Rhode Island,FIPS:44
1617,2020-03-13,49.0,Rhode Island,FIPS:44
1618,2020-03-14,46.0,Rhode Island,FIPS:44
1619,2020-03-15,44.0,Rhode Island,FIPS:44
1620,2020-03-16,34.0,Rhode Island,FIPS:44
1621,2020-03-17,39.0,Rhode Island,FIPS:44
1622,2020-03-18,44.0,Rhode Island,FIPS:44
1623,2020-03-19,44.0,Rhode Island,FIPS:44
1624,2020-03-20,49.0,Rhode Island,FIPS:44
1625,2020-03-21,51.0,Rhode Island,FIPS:44
1626,2020-03-22,35.0,Rhode Island,FIPS:44
1627,2020-03-23,33.0,Rhode Island,FIPS:44
1628,2020-03-24,42.0,Rhode Island,FIPS:44
1629,2020-03-25,41.0,Rhode Island,FIPS:44
1630,2020-03-26,42.0,Rhode Island,FIPS:44
1631,2020-03-27,52.0,Rhode Island,FIPS:44
1632,2020-03-28,45.0,Rhode Island,FIPS:44
1633,2020-03-29,44.0,Rhode Island,FIPS:44
1634,2020-03-30,43.0,Rhode Island,FIPS:44
1635,2020-03-31,41.0,Rhode Island,FIPS:44
1636,2020-04-01,38.0,Rhode Island,FIPS:44
1637,2020-04-02,45.0,Rhode Island,FIPS:44
1638,2020-04-03,44.0,Rhode Island,FIPS:44
1639,2020-04-04,45.0,Rhode Island,FIPS:44
1640,2020-04-05,44.0,Rhode Island,FIPS:44
1641,2020-04-06,50.0,Rhode Island,FIPS:44
1642,2020-04-07,53.0,Rhode Island,FIPS:44
1643,2020-04-08,49.0,Rhode Island,FIPS:44
1644,2020-04-09,45.0,Rhode Island,FIPS:44
1645,2020-04-10,44.0,Rhode Island,FIPS:44
1646,2020-04-11,43.0,Rhode Island,FIPS:44
1647,2020-04-12,45.0,Rhode Island,FIPS:44
1648,2020-04-13,54.0,Rhode Island,FIPS:44
1649,2020-04-14,54.0,Rhode Island,FIPS:44
1650,2020-04-15,48.0,Rhode Island,FIPS:44
1651,2020-04-16,42.0,Rhode Island,FIPS:44
1652,2020-04-17,41.0,Rhode Island,FIPS:44
1653,2020-04-18,38.0,Rhode Island,FIPS:44
1654,2020-04-19,45.0,Rhode Island,FIPS:44
1655,2020-04-20,50.0,Rhode Island,FIPS:44
1656,2020-04-21,42.0,Rhode Island,FIPS:44
1657,2020-04-22,40.0,Rhode Island,FIPS:44
1658,2020-04-23,42.0,Rhode Island,FIPS:44
1659,2020-04-24,43.0,Rhode Island,FIPS:44
1660,2020-04-25,47.0,Rhode Island,FIPS:44
1661,2020-04-26,46.0,Rhode Island,FIPS:44
1662,2020-04-27,42.0,Rhode Island,FIPS:44
1663,2020-04-28,44.0,Rhode Island,FIPS:44
1664,2020-04-29,47.0,Rhode Island,FIPS:44
1665,2020-04-30,47.0,Rhode Island,FIPS:44
1666,2020-05-01,55.0,Rhode Island,FIPS:44
1667,2020-05-02,59.0,Rhode Island,FIPS:44
1668,2020-05-03,62.0,Rhode Island,FIPS:44
1669,2020-05-04,63.0,Rhode Island,FIPS:44
1670,2020-05-05,53.0,Rhode Island,FIPS:44
1671,2020-05-06,49.0,Rhode Island,FIPS:44
1672,2020-05-07,50.0,Rhode Island,FIPS:44
1673,2020-05-08,51.0,Rhode Island,FIPS:44
1674,2020-05-09,42.0,Rhode Island,FIPS:44
1675,2020-05-10,45.0,Rhode Island,FIPS:44
1676,2020-05-11,51.0,Rhode Island,FIPS:44
1677,2020-05-12,49.0,Rhode Island,FIPS:44
1678,2020-05-13,49.0,Rhode Island,FIPS:44
1679,2020-05-14,56.0,Rhode Island,FIPS:44
1680,2020-05-15,60.0,Rhode Island,FIPS:44
1681,2020-05-16,67.0,Rhode Island,FIPS:44
1682,2020-05-17,55.0,Rhode Island,FIPS:44
1683,2020-05-18,57.0,Rhode Island,FIPS:44
1684,2020-05-19,56.0,Rhode Island,FIPS:44
1685,2020-05-20,55.0,Rhode Island,FIPS:44
1686,2020-05-21,54.0,Rhode Island,FIPS:44
1687,2020-05-22,64.0,Rhode Island,FIPS:44
1688,2020-05-23,62.0,Rhode Island,FIPS:44
1689,2020-05-24,55.0,Rhode Island,FIPS:44
1690,2020-05-25,57.0,Rhode Island,FIPS:44
1691,2020-05-26,66.0,Rhode Island,FIPS:44
1692,2020-05-27,66.0,Rhode Island,FIPS:44
1693,2020-05-28,69.0,Rhode Island,FIPS:44
1694,2020-05-29,70.0,Rhode Island,FIPS:44
1695,2020-05-30,72.0,Rhode Island,FIPS:44
1696,2020-05-31,66.0,Rhode Island,FIPS:44
1697,2020-06-01,56.0,Rhode Island,FIPS:44
1698,2020-06-02,58.0,Rhode Island,FIPS:44
1699,2020-06-03,68.0,Rhode Island,FIPS:44
1700,2020-06-04,75.0,Rhode Island,FIPS:44
1701,2020-06-05,71.0,Rhode Island,FIPS:44
1702,2020-06-06,71.0,Rhode Island,FIPS:44
1703,2020-06-07,66.0,Rhode Island,FIPS:44
1704,2020-06-08,66.0,Rhode Island,FIPS:44
1705,2020-06-09,69.0,Rhode Island,FIPS:44
1706,2020-06-10,70.0,Rhode Island,FIPS:44
1707,2020-06-11,68.0,Rhode Island,FIPS:44
1708,2020-06-12,71.0,Rhode Island,FIPS:44
1709,2020-06-13,69.0,Rhode Island,FIPS:44
1710,2020-06-14,63.0,Rhode Island,FIPS:44
1711,2020-06-15,63.0,Rhode Island,FIPS:44
1712,2020-06-16,65.0,Rhode Island,FIPS:44
1713,2020-06-17,67.0,Rhode Island,FIPS:44
1714,2020-06-18,69.0,Rhode Island,FIPS:44
1715,2020-06-19,74.0,Rhode Island,FIPS:44
1716,2020-06-20,77.0,Rhode Island,FIPS:44
1717,2020-06-21,76.0,Rhode Island,FIPS:44
1718,2020-06-22,73.0,Rhode Island,FIPS:44
1719,2020-06-23,72.0,Rhode Island,FIPS:44
1720,2020-06-24,74.0,Rhode Island,FIPS:44
1721,2020-06-25,76.0,Rhode Island,FIPS:44
1722,2020-06-26,73.0,Rhode Island,FIPS:44
1723,2020-06-27,72.0,Rhode Island,FIPS:44
1724,2020-06-28,72.0,Rhode Island,FIPS:44
1725,2020-06-29,71.0,Rhode Island,FIPS:44
1726,2020-06-30,69.0,Rhode Island,FIPS:44
1765,2020-03-10,53.0,Connecticut,FIPS:09
1766,2020-03-11,49.0,Connecticut,FIPS:09
1767,2020-03-12,42.5,Connecticut,FIPS:09
1768,2020-03-13,48.0,Connecticut,FIPS:09
1769,2020-03-14,47.0,Connecticut,FIPS:09
1770,2020-03-15,44.0,Connecticut,FIPS:09
1771,2020-03-16,35.0,Connecticut,FIPS:09
1772,2020-03-17,39.0,Connecticut,FIPS:09
1773,2020-03-18,44.0,Connecticut,FIPS:09
1774,2020-03-19,43.5,Connecticut,FIPS:09
1775,2020-03-20,48.0,Connecticut,FIPS:09
1776,2020-03-21,49.0,Connecticut,FIPS:09
1777,2020-03-22,35.5,Connecticut,FIPS:09
1778,2020-03-23,35.5,Connecticut,FIPS:09
1779,2020-03-24,40.5,Connecticut,FIPS:09
1780,2020-03-25,39.5,Connecticut,FIPS:09
1781,2020-03-26,42.5,Connecticut,FIPS:09
1782,2020-03-27,53.0,Connecticut,FIPS:09
1783,2020-03-28,46.0,Connecticut,FIPS:09
1784,2020-03-29,45.0,Connecticut,FIPS:09
1785,2020-03-30,43.0,Connecticut,FIPS:09
1786,2020-03-31,42.0,Connecticut,FIPS:09
1787,2020-04-01,42.5,Connecticut,FIPS:09
1788,2020-04-02,46.5,Connecticut,FIPS:09
1789,2020-04-03,46.5,Connecticut,FIPS:09
1790,2020-04-04,50.0,Connecticut,FIPS:09
1791,2020-04-05,50.0,Connecticut,FIPS:09
1792,2020-04-06,52.0,Connecticut,FIPS:09
1793,2020-04-07,54.0,Connecticut,FIPS:09
1794,2020-04-08,51.0,Connecticut,FIPS:09
1795,2020-04-09,47.5,Connecticut,FIPS:09
1796,2020-04-10,44.0,Connecticut,FIPS:09
1797,2020-04-11,45.5,Connecticut,FIPS:09
1798,2020-04-12,46.5,Connecticut,FIPS:09
1799,2020-04-13,56.0,Connecticut,FIPS:09
1800,2020-04-14,53.0,Connecticut,FIPS:09
1801,2020-04-15,47.5,Connecticut,FIPS:09
1802,2020-04-16,43.5,Connecticut,FIPS:09
1803,2020-04-17,41.5,Connecticut,FIPS:09
1804,2020-04-18,39.5,Connecticut,FIPS:09
1805,2020-04-19,45.0,Connecticut,FIPS:09
1806,2020-04-20,50.0,Connecticut,FIPS:09
1807,2020-04-21,46.0,Connecticut,FIPS:09
1808,2020-04-22,40.5,Connecticut,FIPS:09
1809,2020-04-23,40.5,Connecticut,FIPS:09
1810,2020-04-24,44.0,Connecticut,FIPS:09
1811,2020-04-25,49.0,Connecticut,FIPS:09
1812,2020-04-26,48.0,Connecticut,FIPS:09
1813,2020-04-27,43.0,Connecticut,FIPS:09
1814,2020-04-28,48.5,Connecticut,FIPS:09
1815,2020-04-29,48.5,Connecticut,FIPS:09
1816,2020-04-30,48.5,Connecticut,FIPS:09
1817,2020-05-01,56.5,Connecticut,FIPS:09
1818,2020-05-02,60.0,Connecticut,FIPS:09
1819,2020-05-03,63.0,Connecticut,FIPS:09
1820,2020-05-04,62.5,Connecticut,FIPS:09
1821,2020-05-05,51.5,Connecticut,FIPS:09
1822,2020-05-06,48.0,Connecticut,FIPS:09
1823,2020-05-07,52.0,Connecticut,FIPS:09
1824,2020-05-08,51.0,Connecticut,FIPS:09
1825,2020-05-09,41.0,Connecticut,FIPS:09
1826,2020-05-10,46.0,Connecticut,FIPS:09
1827,2020-05-11,51.0,Connecticut,FIPS:09
1828,2020-05-12,49.0,Connecticut,FIPS:09
1829,2020-05-13,49.0,Connecticut,FIPS:09
1830,2020-05-14,54.0,Connecticut,FIPS:09
1831,2020-05-15,63.0,Connecticut,FIPS:09
1832,2020-05-16,67.5,Connecticut,FIPS:09
1833,2020-05-17,59.0,Connecticut,FIPS:09
1834,2020-05-18,58.0,Connecticut,FIPS:09
1835,2020-05-19,58.0,Connecticut,FIPS:09
1836,2020-05-20,56.0,Connecticut,FIPS:09
1837,2020-05-21,55.0,Connecticut,FIPS:09
1838,2020-05-22,64.0,Connecticut,FIPS:09
1839,2020-05-23,65.5,Connecticut,FIPS:09
1840,2020-05-24,57.5,Connecticut,FIPS:09
1841,2020-05-25,59.0,Connecticut,FIPS:09
1842,2020-05-26,65.0,Connecticut,FIPS:09
1843,2020-05-27,67.0,Connecticut,FIPS:09
1844,2020-05-28,68.0,Connecticut,FIPS:09
1845,2020-05-29,70.0,Connecticut,FIPS:09
1846,2020-05-30,71.0,Connecticut,FIPS:09
1847,2020-05-31,64.5,Connecticut,FIPS:09
1848,2020-06-01,55.5,Connecticut,FIPS:09
1849,2020-06-02,58.5,Connecticut,FIPS:09
1850,2020-06-03,67.0,Connecticut,FIPS:09
1851,2020-06-04,72.5,Connecticut,FIPS:09
1852,2020-06-05,71.5,Connecticut,FIPS:09
1853,2020-06-06,73.5,Connecticut,FIPS:09
1854,2020-06-07,68.5,Connecticut,FIPS:09
1855,2020-06-08,66.0,Connecticut,FIPS:09
1856,2020-06-09,71.0,Connecticut,FIPS:09
1857,2020-06-10,71.5,Connecticut,FIPS:09
1858,2020-06-11,70.0,Connecticut,FIPS:09
1859,2020-06-12,73.5,Connecticut,FIPS:09
1860,2020-06-13,67.0,Connecticut,FIPS:09
1861,2020-06-14,61.0,Connecticut,FIPS:09
1862,2020-06-15,64.5,Connecticut,FIPS:09
1863,2020-06-16,66.0,Connecticut,FIPS:09
1864,2020-06-17,67.5,Connecticut,FIPS:09
1865,2020-06-18,70.5,Connecticut,FIPS:09
1866,2020-06-19,74.5,Connecticut,FIPS:09
1867,2020-06-20,76.5,Connecticut,FIPS:09
1868,2020-06-21,77.5,Connecticut,FIPS:09
1869,2020-06-22,79.5,Connecticut,FIPS:09
1870,2020-06-23,77.0,Connecticut,FIPS:09
1871,2020-06-24,78.0,Connecticut,FIPS:09
1872,2020-06-25,75.5,Connecticut,FIPS:09
1873,2020-06-26,75.5,Connecticut,FIPS:09
1874,2020-06-27,71.5,Connecticut,FIPS:09
1875,2020-06-28,71.5,Connecticut,FIPS:09
1876,2020-06-29,72.5,Connecticut,FIPS:09
1877,2020-06-30,69.5,Connecticut,FIPS:09
1916,2020-03-10,65.17391304347827,Hawaii,FIPS:15
1917,2020-03-11,65.4090909090909,Hawaii,FIPS:15
1918,2020-03-12,65.56521739130434,Hawaii,FIPS:15
1919,2020-03-13,66.65217391304348,Hawaii,FIPS:15
1920,2020-03-14,67.08695652173913,Hawaii,FIPS:15
1921,2020-03-15,67.6086956521739,Hawaii,FIPS:15
1922,2020-03-16,67.78260869565217,Hawaii,FIPS:15
1923,2020-03-17,67.17391304347827,Hawaii,FIPS:15
1924,2020-03-18,67.91304347826087,Hawaii,FIPS:15
1925,2020-03-19,67.56521739130434,Hawaii,FIPS:15
1926,2020-03-20,68.95652173913044,Hawaii,FIPS:15
1927,2020-03-21,67.95652173913044,Hawaii,FIPS:15
1928,2020-03-22,67.04347826086956,Hawaii,FIPS:15
1929,2020-03-23,66.65217391304348,Hawaii,FIPS:15
1930,2020-03-24,65.78260869565217,Hawaii,FIPS:15
1931,2020-03-25,65.65217391304348,Hawaii,FIPS:15
1932,2020-03-26,65.1304347826087,Hawaii,FIPS:15
1933,2020-03-27,65.17391304347827,Hawaii,FIPS:15
1934,2020-03-28,66.65217391304348,Hawaii,FIPS:15
1935,2020-03-29,67.26086956521739,Hawaii,FIPS:15
1936,2020-03-30,67.26086956521739,Hawaii,FIPS:15
1937,2020-03-31,66.6086956521739,Hawaii,FIPS:15
1938,2020-04-01,66.69565217391305,Hawaii,FIPS:15
1939,2020-04-02,67.1304347826087,Hawaii,FIPS:15
1940,2020-04-03,67.52173913043478,Hawaii,FIPS:15
1941,2020-04-04,68.69565217391305,Hawaii,FIPS:15
1942,2020-04-05,68.6086956521739,Hawaii,FIPS:15
1943,2020-04-06,67.91304347826087,Hawaii,FIPS:15
1944,2020-04-07,68.30434782608695,Hawaii,FIPS:15
1945,2020-04-08,67.8695652173913,Hawaii,FIPS:15
1946,2020-04-09,67.52173913043478,Hawaii,FIPS:15
1947,2020-04-10,67.69565217391305,Hawaii,FIPS:15
1948,2020-04-11,68.47826086956522,Hawaii,FIPS:15
1949,2020-04-12,67.78260869565217,Hawaii,FIPS:15
1950,2020-04-13,68.34782608695652,Hawaii,FIPS:15
1951,2020-04-14,68.34782608695652,Hawaii,FIPS:15
1952,2020-04-15,69.3913043478261,Hawaii,FIPS:15
1953,2020-04-16,69.21739130434783,Hawaii,FIPS:15
1954,2020-04-17,68.56521739130434,Hawaii,FIPS:15
1955,2020-04-18,68.17391304347827,Hawaii,FIPS:15
1956,2020-04-19,68.30434782608695,Hawaii,FIPS:15
1957,2020-04-20,68.21739130434783,Hawaii,FIPS:15
1958,2020-04-21,68.34782608695652,Hawaii,FIPS:15
1959,2020-04-22,69.34782608695652,Hawaii,FIPS:15
1960,2020-04-23,69.82608695652173,Hawaii,FIPS:15
1961,2020-04-24,69.1304347826087,Hawaii,FIPS:15
1962,2020-04-25,69.26086956521739,Hawaii,FIPS:15
1963,2020-04-26,69.17391304347827,Hawaii,FIPS:15
1964,2020-04-27,69.8695652173913,Hawaii,FIPS:15
1965,2020-04-28,70.6086956521739,Hawaii,FIPS:15
1966,2020-04-29,69.73913043478261,Hawaii,FIPS:15
1967,2020-04-30,70.3913043478261,Hawaii,FIPS:15
1968,2020-05-01,70.43478260869566,Hawaii,FIPS:15
1969,2020-05-02,70.8695652173913,Hawaii,FIPS:15
1970,2020-05-03,70.78260869565217,Hawaii,FIPS:15
1971,2020-05-04,70.18181818181819,Hawaii,FIPS:15
1972,2020-05-05,69.5909090909091,Hawaii,FIPS:15
1973,2020-05-06,68.82608695652173,Hawaii,FIPS:15
1974,2020-05-07,68.3913043478261,Hawaii,FIPS:15
1975,2020-05-08,68.0,Hawaii,FIPS:15
1976,2020-05-09,68.26086956521739,Hawaii,FIPS:15
1977,2020-05-10,68.3913043478261,Hawaii,FIPS:15
1978,2020-05-11,68.56521739130434,Hawaii,FIPS:15
1979,2020-05-12,68.69565217391305,Hawaii,FIPS:15
1980,2020-05-13,68.82608695652173,Hawaii,FIPS:15
1981,2020-05-14,69.17391304347827,Hawaii,FIPS:15
1982,2020-05-15,70.26086956521739,Hawaii,FIPS:15
1983,2020-05-16,71.95652173913044,Hawaii,FIPS:15
1984,2020-05-17,71.69565217391305,Hawaii,FIPS:15
1985,2020-05-18,70.1304347826087,Hawaii,FIPS:15
1986,2020-05-19,71.04347826086956,Hawaii,FIPS:15
1987,2020-05-20,70.6086956521739,Hawaii,FIPS:15
1988,2020-05-21,70.69565217391305,Hawaii,FIPS:15
1989,2020-05-22,70.73913043478261,Hawaii,FIPS:15
1990,2020-05-23,70.0,Hawaii,FIPS:15
1991,2020-05-24,70.21739130434783,Hawaii,FIPS:15
1992,2020-05-25,69.6086956521739,Hawaii,FIPS:15
1993,2020-05-26,69.73913043478261,Hawaii,FIPS:15
1994,2020-05-27,70.30434782608695,Hawaii,FIPS:15
